id,priority,phase,area,title,description,acceptance_criteria,test_mcp,review_initial_requirements,review_regression_requirements,dev_state,review_initial_state,review_regression_state,git_state,owner,refs,notes



CFO-010,P0,1,frontend,冻结主前端并统一交付入口,裁决 codeflow_template、codeflow_extracted、packages/gui 的职责，确定唯一主前端并收敛 CI、浏览器、Tauri/sidecar 的默认入口。产出前端主线裁决记录并停止遗留前端继续扩张。,仅 1 套主前端被定义为默认入口；浏览器 smoke、E2E、Tauri/sidecar 构建默认指向同一前端；裁决记录列出迁入、保留、下线清单并通过评审。,AUTOE2E,先核对入口、构建脚本、CI 目标和遗留目录职责是否一致；禁止一边裁决一边继续给遗留前端追加新能力。,回归浏览器启动、主导航、关键页面加载、Tauri/sidecar 打包与默认启动路径；确认文档、脚本、流水线三者指向一致。,已完成,已完成,已完成,已提交,,plan/2026-03-11_21-26-19-codeflow-optimization-plan.md:28;codeflow_template/index.tsx:11;scripts/test-all-e2e.mjs:10;scripts/playwright_frontend_current_ui_e2e.mjs:70;.github/workflows/e2e-smoke.yml:34;scripts/build-all.ps1:20;docs/frontend-mainline-decision.md:1;docs/PROJECT_OVERVIEW.md:20;docs/FRONTEND_FEATURES.md:3,picked_reason:P0 且当前默认脚本、CI 与打包入口指向不同前端，需先统一真相源。 evidence:npm --prefix codeflow_template run build 通过；CODEFLOW_RUN_REAL_USER=false CODEFLOW_DEV_PM=npm CODEFLOW_DEV_CWD=codeflow_template node scripts/test-all-e2e.mjs 通过。 done_at:2026-03-12



CFO-020,P0,2,both,统一 API 契约真相源,以 router 为 runtime 真相源修补 OpenAPI 与前端 service 漂移，并补 contract smoke 与 diff 阻断。关键修复优先覆盖 snapshot、SAMG DELETE /triples 与扩展路由缺失。,router、OpenAPI、前端 service 的关键路径零漂移；新增最小 contract smoke 覆盖高频端点并可作为后续 CI gate 基础；本地运行失败时可直接阻断。,AUTOE2E,先锁定 router -> OpenAPI -> service 的映射表；明确查询参数、请求体和错误 envelope 语义，避免只补文档不补调用层。,回归 snapshot、SAMG、config、memory 等高频接口的请求与响应；确认新增契约检查脚本可检测关键 path/schema 漂移。,已完成,已完成,已完成,已提交,,plan/2026-03-11_21-26-19-codeflow-optimization-plan.md:37;backend/internal/api/router.go:310;backend/internal/api/handlers/common.go:10;backend/internal/api/handlers/config.go:18;backend/internal/api/handlers/config_test.go:38;backend/internal/api/handlers/samg.go:357;backend/internal/api/handlers/samg_test.go:54;backend/docs/openapi.yaml:901;backend/docs/openapi.yaml:1141;backend/docs/openapi.yaml:1942;scripts/check-api-contracts.mjs:8;package.json:16;codeflow_template/services/memory.ts:7;codeflow_template/services/config.ts:23;codeflow_template/services/samg.ts:50;codeflow_template/api.ts:258;codeflow_template/types.ts:154,picked_reason:P0 且直接关系到前后端联调稳定性，优先收敛 runtime 路由与文档/调用层漂移。 evidence:pnpm run check:api-contracts 通过；pnpm run typecheck 通过；cd backend && go test ./internal/api/handlers 通过；snapshot raw 响应在 OpenAPI 中已保留。 done_at:2026-03-12



CFO-030,P0,3,both,统一响应 envelope 与错误模型,以后端 common Response 为标准收敛异形返回，并在前端 api.ts/service 层提供过渡适配。优先处理 Isolation、SAMG、Config、Memory 等高频路径。,高频 handler 不再直接返回 gin.H 或裸对象；参数错误、资源不存在、依赖未就绪、内部异常有统一分层；前端适配后关键页面无新增解析分支。,AUTOSERVER,先梳理现有异形返回清单与前端依赖点；兼容层要有淘汰窗口，避免临时适配永久存在。,回归成功、业务错误、校验错误和 5xx 场景；确认前端 toast、空状态、重试逻辑都使用统一字段而非模块特判。,已完成,已完成,已完成,已提交,,plan/2026-03-11_21-26-19-codeflow-optimization-plan.md:49;backend/internal/api/handlers/common.go:10;backend/internal/api/handlers/isolation.go:54;backend/internal/api/handlers/isolation_test.go:16;backend/docs/openapi.yaml:1774;backend/docs/openapi.yaml:4006;backend/docs/openapi.yaml:4140;codeflow_template/api.ts:121,picked_reason:P0 且 CFO-020 已收敛契约真相源，当前高频接口仍存在 envelope/错误模型不一致，优先补齐运行时响应基线。 evidence:pnpm run check:api-contracts 通过；cd backend && go test ./internal/api/handlers 通过；Isolation handlers、测试与 OpenAPI 已统一 common Response envelope，重复 SAMG schema 已清理。 done_at:2026-03-12



CFO-040,P1,4,backend,补齐高价值领域持久化,为 Planner、Project-Task、Context preset 首批高价值域补 SQLite 持久化实现，并保留内存降级；Blackboard/Vote、Debate、Summary history 按同模式留待后续批次。,Planner、Project-Task、Context preset 支持重启恢复、稳定排序与并发写入不丢数据；接口层不感知具体实现；内存与 SQLite 双实现可切换；默认启动链与测试注入可落到同一 durable 实现。,AUTOSERVER,先锁定 getter/setter 注入点与默认启动链；保持现有 handler 和前端 service 无感；优先复用现有 SQLite 模式与事务写回，避免一次性重写 Blackboard、Debate 等重域。,回归 Planner 计划/任务创建更新重排依赖解除阻塞、Project 列表与进度重算、Context preset 增删查、重启恢复与内存回退；确认 E2E 或 handler 测试能通过 durable 注入覆盖关键路径。,已完成,已完成,已完成,已提交,,plan/2026-03-11_21-26-19-codeflow-optimization-plan.md:58;backend/internal/context/service.go:183;backend/internal/context/service_test.go:10;backend/internal/api/handlers/context_test.go:50;backend/internal/planner/service.go:733;backend/internal/planner/service_test.go:10;backend/internal/api/handlers/plans.go:12;backend/internal/api/handlers/plans_test.go:38;backend/internal/project/service.go:421;backend/internal/project/service_test.go:12;backend/internal/api/handlers/projects.go:12;backend/internal/api/handlers/projects_test.go:39;backend/internal/api/e2e_test.go:29;backend/cmd/codeflow-server/main.go:27,picked_reason:P1 中首个未闭环项且现有 getter/setter 注入模式适合先收敛首批 durable 子集。 scope_slice:首批先完成 Planner、Project-Task、Context preset；Blackboard/Vote、Debate、Summary history 延后到后续批次。 evidence:cd backend && go test ./internal/planner ./internal/project ./internal/api/handlers ./internal/api ./cmd/codeflow-server 通过。 durable_startup:默认启动链已接入 planner project context 的 SQLite 实现并支持 CODEFLOW_DATA_DIR 指定落盘目录。 done_at:2026-03-12



CFO-050,P0,5,both,统一测试、构建与发布闭环,把 E2E、浏览器 smoke、Tauri/sidecar smoke 与打包验证收敛到同一主前端和同一流水线矩阵，同时裁决 SQLite/CGO 与包管理器策略。,浏览器、Tauri、API smoke 指向同一交付对象；CI 明确 Node/pnpm/npm 与 SQLite/CGO 方案；失败可定位到前端、API、sidecar 或打包阶段。,AUTOE2E,先锁定默认测试对象与构建参数，不允许本地、CI、发布各跑一套不同组合；包管理器与 CGO 决策必须写入脚本和文档。,回归浏览器 smoke、E2E、Tauri 启动、嵌入式打包与 SQLite 运行链；确认本地与 CI 的命令输出、依赖安装和产物结构一致。,已完成,已完成,已完成,已提交,,plan/2026-03-11_21-26-19-codeflow-optimization-plan.md:67;scripts/test-all-e2e.mjs:10;scripts/test-all-e2e.mjs:233;.github/workflows/e2e-smoke.yml:34;scripts/build-all.ps1:9;scripts/build-all.ps1:75;scripts/build-all.sh:12;scripts/build-all.sh:59;scripts/build-tauri.ps1:43;scripts/build-tauri.ps1:131;scripts/build-tauri.ps1:208;docs/frontend-mainline-decision.md:38;docs/frontend-mainline-decision.md:44;backend/internal/web/embed.go:6,picked_reason:P0 且直接收敛浏览器、Tauri、发布与 CI 的默认交付对象，可为后续 both/frontend 事项建立统一验证基线。 review:Windows Tauri 构建脚本现可在普通 PowerShell 自动探测并导入 Visual Studio MSVC 环境，并显式输出 cl.exe 与 VC 工具链诊断。 diagnostics:导入 VC 环境时会预置 vswhere.exe 所在 PATH，并在 Tauri 失败时提示先执行 cargo clean 清理混合 GNU/MSVC 构建残留。 manual_test:powershell -NoProfile -ExecutionPolicy Bypass -File scripts/build-tauri.ps1；如需仅验证嵌入式交付链，可运行 powershell -ExecutionPolicy Bypass -File scripts/build-all.ps1 -OutputDir ./dist-cfo050。 evidence:pnpm --filter @codeflow/core build 通过；pnpm run test:e2e:all 通过，默认以 npm + codeflow_template 启动并自动校验 core dist；powershell -ExecutionPolicy Bypass -File scripts/build-all.ps1 -OutputDir ./dist-cfo050 通过；bash -n scripts/build-all.sh 通过；cargo clean --manifest-path codeflow_template/src-tauri/Cargo.toml 后，powershell -NoProfile -ExecutionPolicy Bypass -File scripts/build-tauri.ps1 连续两次通过，成功产出 codeflow.exe、MSI 与 NSIS。 risk:low 剩余仅为 tauri bundle identifier 以 .app 结尾的非阻断 warning。 done_at:2026-03-21



CFO-060,P1,6,both,收敛知识闭环与 Memory/SAMG 主线,以 MemoryAgent 为统一调度层打通 ingest、retrieve、context 链路，并把 Raw Archive、Atomic Memory、SAMG Pointer 的结果收敛到可溯源上下文接口。,MemoryAgent 成为默认记忆入口；查询结果可回指原始来源；前端与 agent 不再并行维护本地 RAG、后端代理 RAG 和图谱查询三套入口。,AUTOE2E,先明确 Raw Archive、Atomic Memory、SAMG 的职责边界与数据流；任何新增检索能力必须挂到统一入口，禁止再开旁路。,回归 ingest、retrieve、context 组装、来源跳转与前端展示；确认相同查询在前端与 agent 侧的召回语义一致且可追溯。,已完成,已完成,已完成,已提交,,plan/2026-03-11_21-26-19-codeflow-optimization-plan.md:76;backend/internal/memory/agent.go:17;backend/internal/api/router.go:125;codeflow_template/App.tsx:889;codeflow_template/services/memory_agent.ts:41;packages/core/src/hooks/MemoryInjectionHook.ts:33;scripts/cli_hook_smoke.mjs:68;scripts/cli_hook_actual_e2e.mjs:90;codeflow_template/App.tsx:2163;codeflow_template/App.tsx:2266,picked_reason:P1 且统一记忆主线的后端缺口已收敛到 MemoryAgent 与 packages/core 默认注入，改动面集中，能直接压缩当前前端、agent、本地图谱查询三套并行入口。 review:前端知识轨已移除 direct queryMemory() 并行入口，knowledgeNodes、sources 与 context block 仅由 MemoryAgent retrieve/context 主线驱动，保留 graph path 与 knowledge pack 在既有 SAMG API 上工作。 evidence:npm --prefix D:/project/CodeFlow/codeflow_template run build 通过；D:/project/CodeFlow/codeflow_template/node_modules/.bin/tsc -p D:/project/CodeFlow/codeflow_template/tsconfig.json --noEmit --pretty false 通过；CODEFLOW_BASE_URL=http://127.0.0.1:3000 node D:/project/CodeFlow/scripts/playwright_frontend_current_ui_e2e.mjs 7/7 通过，Memory 页签切换正常。 risk:low 剩余风险主要在 live backend 数据完整性与真实 Memory 数据集，而非前端主线旁路。 reopened_at:2026-03-21 done_at:2026-03-21



CFO-070,P1,7,backend,建立可观测与治理基线,补齐 request_id、session_id、task_id、agent_id 追踪链，并统一 health、readiness、关键指标、错误统计和审计事件模型。,关键请求链路可用统一 ID 追踪；health、readiness 与核心指标可被监控；Hook、审批、隐私、隔离事件进入统一审计模型。,AUTOSERVER,先定义统一字段和事件名，不同模块不要各自发明 trace key；日志、指标、审计要能互相关联。,回归普通请求、失败请求、Hook 执行、审批与隔离事件的追踪链；确认面板可定位请求来源、耗时和错误分布。,已完成,已完成,已完成,已提交,,plan/2026-03-11_21-26-19-codeflow-optimization-plan.md:85;backend/internal/api/router.go:50;backend/internal/api/handlers/common.go:10;backend/internal/api/middleware/logger.go:11;backend/internal/audit/types.go:42;backend/internal/api/handlers/audit.go:16;backend/internal/hooks/manager.go:102;backend/internal/api/handlers/privacy.go:53;backend/internal/api/handlers/isolation.go:205;backend/internal/api/handlers/blackboard.go:89;backend/cmd/codeflow-server/main.go:27;packages/core/src/hooks/HookManager.ts:24;packages/core/src/hooks/HookManager.ts:155;backend/internal/api/handlers/privacy_test.go:100;backend/internal/api/handlers/isolation_test.go:275;backend/internal/hooks/manager_test.go:457;backend/internal/blackboard/audit_test.go:63,picked_reason:P1 中当前最适合继续推进的未闭环项，已有 audit、privacy、isolation 和 hook 总线基础，先统一 request trace 与 readiness 能最小成本建立治理基线。 evidence:cd backend && go test ./internal/api/handlers ./internal/hooks ./internal/isolation ./internal/blackboard 通过；新增 privacy hook approval isolation 四类 trace 与审计回归。 done_at:2026-03-15



CFO-080,P1,8,both,重构多智能体运行时底座,将现有多 worker + worktree 编排演进为共享模型资源、统一调度与统一上下文装配的多智能体底座，并与工具运行时一起设计。,运行时抽象至少明确 AgentRuntime、ModelPool、ContextAssembler、PolicyGuard、ExecutionSandbox；多 agent 不再各自维护独立工具栈；调度层与具体工具语义解耦。,AUTOSERVER,坚持调度层自研、推理层借力边界；优先梳理 ParallelExecutor 当前职责，避免重构时把调度、工具、推理混在一起。,回归多 agent 并行执行、上下文装配、权限裁剪与共享模型资源策略；确认调度层切换工具实现时不影响任务编排语义。,已完成,已完成,已完成,已提交,,plan/2026-03-11_21-26-19-codeflow-optimization-plan.md:94;packages/core/src/cowork/types.ts:171;packages/core/src/cowork/runtime.ts:115;packages/core/src/cowork/CoworkOrchestrator.ts:49;packages/core/src/cowork/parallel/ParallelExecutor.ts:102;packages/core/src/cowork/parallel/WorkerPool.ts:64;packages/core/src/cowork/parallel/ResultCollector.ts:56;packages/core/src/cowork/plan/PlanModeOrchestrator.ts:35,picked_reason:P1 且 CFO-070 已完成，下一条未闭环高价值事项正好集中在 packages/core/cowork 运行时抽象，可先把共享调度、模型与上下文底座收拢。 evidence:NODE_OPTIONS=--max-old-space-size=4096 pnpm exec tsc -p packages/core/tsconfig.json --noEmit 通过；NODE_OPTIONS=--max-old-space-size=4096 pnpm exec vitest run packages/core/src/cowork/parallel/__tests__/ParallelExecutor.test.ts --maxWorkers=1 28/28 通过；NODE_OPTIONS=--max-old-space-size=4096 pnpm exec vitest run packages/core/src/cowork/__tests__/CoworkOrchestrator.test.ts packages/core/src/cowork/__tests__/factory.test.ts packages/core/src/cowork/__tests__/e2e.test.ts --maxWorkers=1 68/68 通过；pnpm exec vitest run packages/core/src/cowork/plan/__tests__/PlanMode.test.ts --maxWorkers=1 45/45 通过；PlanModeOrchestrator 已具备 EventEmitter 兼容签名与 randomUUID session id。 validation_limited:pnpm --filter @codeflow/core build 在当前环境仍可能触发 Zone Allocation failed - process out of memory；但 plan 定向回归已可直接完成，不再构成当前 blocker。 manual_test:pnpm --filter @codeflow/core build；pnpm exec vitest run packages/core/src/cowork/plan/__tests__/PlanMode.test.ts --maxWorkers=1。 review:执行器注册、上下文装配与 worktree 执行路径已统一委托给 AgentRuntime；PlanMode 事件监听接口补齐标准 EventEmitter 签名；legacy parallel 结果聚合保留兼容字段。 risk:low ModelPool 与 PolicyGuard 仍为最小默认实现；当前残余风险集中在 packages/core 全量 build 的环境 OOM 噪音而非已知逻辑回归。 done_at:2026-03-16



CFO-090,P1,9,both,建设 headless tool runtime 落地层,借鉴 OpenCode 的工具组织方式，建设 ToolRegistry、ToolExecutor、MCPGateway、SearchProvider、FileOperationService 等 headless runtime，而非复制 CLI/TUI 产品层。,前端、AgentRuntime、自动化入口共用同一 tool registry、executor、trace；文件编辑、搜索、MCP、skill 调用都进入统一审计链；agent 不能绕过平台注册直连外部 MCP。,AUTOSERVER,先固定参考源码快照并用 MCP 与文档核对 schema、生命周期与权限边界；明确 tool、skill、search、MCP 各自分层，不做厚 CLI 产品面。,回归文件编辑、搜索路由、MCP 调用、tool trace 与前端 facade；确认三类入口输出一致且失败可统一追踪。,已完成,已完成,已完成,已提交,,plan/2026-03-11_21-26-19-codeflow-optimization-plan.md:110;packages/core/src/commander/index.ts:1;packages/core/src/cowork/types.ts:39;packages/core/src/cowork/types.ts:83;packages/core/src/cowork/parallel/ParallelExecutor.ts:232;packages/core/src/tool-runtime/HeadlessToolRuntime.ts:27;packages/core/src/tool-runtime/SearchProvider.ts:66;packages/core/src/cowork/runtime.ts:147;packages/core/src/tool-runtime/__tests__/ToolRuntime.test.ts:123,picked_reason:P1 且 CFO-080 已提交，下一条未闭环项集中在 packages/core 的 headless runtime 出口，需要先把 commander 与底层工具能力收敛到统一入口。 review:新增 HeadlessToolRuntime 统一收口 ToolRegistry、ToolExecutor、FileOperationService、SearchGateway、MCPGateway，并为 skill-backed tool 保留共享 trace/audit 接口；AgentRuntime 已改为复用该组合层，search 也通过 ToolExecutor 进入统一追踪链。 evidence:pnpm exec vitest run packages/core/src/tool-runtime/__tests__/ToolRuntime.test.ts --maxWorkers=1 5/5 通过；pnpm exec tsc -p packages/core/tsconfig.json --noEmit 通过；pnpm --filter @codeflow/core build 通过。 done_at:2026-03-18



